2024-06-06 22:50:07,623: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-06-06 22:50:08,257: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-06-06 22:50:08,258: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-06 22:50:08,258: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-06-06 22:50:08,258: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-06 22:50:08,259: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-06 22:50:08[0m
2024-06-06 22:50:08,259: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-06 22:50:09,150: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-06 22:50:10,531: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-06 22:50:10[0m
2024-06-06 22:50:10,532: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-06 22:50:10,533: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-06-06 22:50:10,533: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-06-06 22:50:10,533: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-06 22:50:10[0m
2024-06-06 22:50:10,533: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-06 22:50:10,534: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-06 22:50:10,864: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-06 22:50:10[0m
2024-06-06 22:50:10,864: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-06 22:50:10,865: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-06-06 22:50:10,865: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-06-06 22:50:10,865: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-06-06 22:50:10,866: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-06-06 22:50:10,867: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-06-06 22:50:10,867: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-06-06 22:50:10,867: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-06-06 22:50:10,867: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-06 22:50:10,868: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-06-06 22:50:10,868: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-06 22:50:10,872: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-06 22:50:10[0m
2024-06-06 22:50:10,872: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-06 22:50:10,873: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-06 22:50:11,236: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-06 22:50:11[0m
2024-06-06 22:50:11,236: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-06 22:50:11,237: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-06-06 22:50:11,237: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-06-06 22:50:11,237: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-06 22:50:11[0m
2024-06-06 22:50:11,237: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-06 22:50:11,238: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-06 22:50:11,557: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-06 22:50:11[0m
2024-06-06 22:50:11,557: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-06 22:50:11,558: root: INFO: Current backtesting datetime 2020-01-07 16:00:00-05:00
2024-06-06 22:50:11,558: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
2024-06-06 22:50:11,558: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-06 22:50:11[0m
2024-06-06 22:50:11,558: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-06 22:50:11,559: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-06 22:50:11,874: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-06 22:50:11[0m
2024-06-06 22:50:11,875: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-06 22:50:11,875: root: INFO: Current backtesting datetime 2020-01-08 16:00:00-05:00
