datetime,portfolio_value,cash,return
2020-03-12 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-03-13 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-03-14 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-03-16 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-03-17 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-03-18 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-03-19 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-03-20 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-03-21 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-03-23 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-03-24 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-03-25 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-03-26 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-03-27 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-03-28 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-03-30 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-03-31 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-01 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-02 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-03 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-04 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-06 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-07 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-08 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-09 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-10 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-13 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-14 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-15 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-16 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-17 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-18 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-20 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-21 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-22 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-23 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-24 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-25 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-27 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-28 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-29 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-04-30 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-05-01 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-05-02 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-05-04 09:30:00-04:00,97470.6167678833,97470.6167678833,0.0
2020-05-05 09:30:00-04:00,98361.61576080322,48785.71717071533,0.00914120606255886
2020-05-06 09:30:00-04:00,98817.01737213135,48785.71717071533,0.004629871193205792
2020-05-07 09:30:00-04:00,99216.31958770752,48785.71717071533,0.0040408244065135435
2020-05-08 09:30:00-04:00,99216.31958770752,48785.71717071533,0.0
2020-05-09 09:30:00-04:00,99216.31958770752,48785.71717071533,0.0
2020-05-11 09:30:00-04:00,101227.66495513916,48785.71717071533,0.020272323905883294
2020-05-12 09:30:00-04:00,100290.46616363525,48785.71717071533,-0.009258326682920592
2020-05-13 09:30:00-04:00,99029.86878204346,48785.71717071533,-0.012569463776696321
2020-05-14 09:30:00-04:00,98343.46817779541,48785.71717071533,-0.0069312482455041735
2020-05-15 09:30:00-04:00,98343.46817779541,48785.71717071533,0.0
2020-05-16 09:30:00-04:00,98343.46817779541,48785.71717071533,0.0
2020-05-18 09:30:00-04:00,100765.66696929932,48785.71717071533,0.024629991563087872
2020-05-19 09:30:00-04:00,101037.91596221924,48785.71717071533,0.0027018031151708755
2020-05-20 09:30:00-04:00,101364.61777496338,48785.71717071533,0.003233457555342989
2020-05-21 09:30:00-04:00,100887.76535797119,48785.71717071533,-0.004704328072847264
2020-05-22 09:30:00-04:00,100887.76535797119,48785.71717071533,0.0
2020-05-23 09:30:00-04:00,100887.76535797119,48785.71717071533,0.0
2020-05-26 09:30:00-04:00,100948.81958770752,48785.71717071533,0.0006051698094382552
2020-05-27 09:30:00-04:00,101052.76535797119,48785.71717071533,0.0010296878228810424
2020-05-28 09:30:00-04:00,101461.96717071533,48785.71717071533,0.004049387577812258
2020-05-29 09:30:00-04:00,101461.96717071533,48785.71717071533,0.0
2020-05-30 09:30:00-04:00,101461.96717071533,48785.71717071533,0.0
2020-06-01 09:30:00-04:00,101709.46717071533,48785.71717071533,0.0024393376838787173
2020-06-02 09:30:00-04:00,102354.61777496338,48785.71717071533,0.006343073287024437
2020-06-03 09:30:00-04:00,102310.06958770752,48785.71717071533,-0.0004352337805979545
2020-06-04 09:30:00-04:00,102138.46817779541,48785.71717071533,-0.001677268040219615
2020-06-05 09:30:00-04:00,102138.46817779541,48785.71717071533,0.0
2020-06-06 09:30:00-04:00,102138.46817779541,48785.71717071533,0.0
2020-06-08 09:30:00-04:00,103588.81958770752,48785.71717071533,0.014199854724543659
2020-06-09 09:30:00-04:00,106189.21616363525,48785.71717071533,0.025103062147802557
2020-06-10 09:30:00-04:00,107207.5966873169,107207.5966873169,0.009590244287257299
2020-06-11 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-06-12 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-06-13 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-06-15 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-06-16 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-06-17 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-06-18 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-06-19 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-06-20 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-06-22 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-06-23 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-06-24 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-06-25 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-06-26 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-06-27 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-06-29 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-06-30 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-01 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-02 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-03 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-06 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-07 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-08 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-09 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-10 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-11 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-13 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-14 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-15 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-16 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-17 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-18 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-20 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-21 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-22 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-23 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-24 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-25 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-27 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-28 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-29 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-30 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-07-31 09:30:00-04:00,107207.5966873169,107207.5966873169,0.0
2020-08-01 09:30:00-04:00,107207.5966873169,53604.51057434082,0.0
2020-08-03 09:30:00-04:00,110462.54291534424,53604.51057434082,0.030361152834353256
2020-08-04 09:30:00-04:00,110590.18934631348,53604.51057434082,0.001155563031597584
2020-08-05 09:30:00-04:00,111125.51493835449,53604.51057434082,0.004840624608794641
2020-08-06 09:30:00-04:00,112584.31652832031,53604.51057434082,0.013127512531888597
2020-08-07 09:30:00-04:00,112584.31652832031,53604.51057434082,0.0
2020-08-08 09:30:00-04:00,112584.31652832031,53604.51057434082,0.0
2020-08-10 09:30:00-04:00,111940.88121032715,53604.51057434082,-0.005715141663015788
2020-08-11 09:30:00-04:00,111173.70680236816,53604.51057434082,-0.006853389035928137
2020-08-12 09:30:00-04:00,113222.5407333374,53604.51057434082,0.01842912312541145
2020-08-13 09:30:00-04:00,113430.94152832031,53604.51057434082,0.001840629910202507
2020-08-14 09:30:00-04:00,113430.94152832031,53604.51057434082,0.0
2020-08-15 09:30:00-04:00,113430.94152832031,53604.51057434082,0.0
2020-08-17 09:30:00-04:00,113182.16355133057,53604.51057434082,-0.0021932108967607222
2020-08-18 09:30:00-04:00,114031.39212036133,53604.51057434082,0.007503201408988858
2020-08-19 09:30:00-04:00,113910.26057434082,53604.51057434082,-0.0010622649059011113
2020-08-20 09:30:00-04:00,115740.271484375,53604.51057434082,0.01606537374953909
2020-08-21 09:30:00-04:00,117928.2139099121,117928.2139099121,0.01890389920013691
2020-08-22 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-08-24 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-08-25 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-08-26 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-08-27 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-08-28 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-08-29 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-08-31 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-01 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-02 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-03 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-04 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-05 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-08 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-09 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-10 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-11 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-12 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-14 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-15 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-16 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-17 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-18 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-19 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-21 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-22 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-23 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-24 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-25 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-26 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-28 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-29 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-09-30 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-01 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-02 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-03 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-05 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-06 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-07 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-08 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-09 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-10 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-12 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-13 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-14 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-15 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-16 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-17 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-19 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-20 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-21 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-22 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-23 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-24 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-26 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-27 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-28 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-29 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-30 09:30:00-04:00,117928.2139099121,117928.2139099121,0.0
2020-10-31 09:30:00-04:00,117928.2139099121,59066.41520385741,0.0
2020-11-02 09:30:00-05:00,116894.71552734374,59066.41520385741,-0.008763792380997781
2020-11-03 09:30:00-05:00,117186.21714477538,59066.41520385741,0.0024937108244509343
2020-11-04 09:30:00-05:00,119560.61488037108,59066.41520385741,0.020261749149751207
2020-11-05 09:30:00-05:00,121579.91358642577,59066.41520385741,0.01688933022028305
2020-11-06 09:30:00-05:00,121776.01504211425,59066.41520385741,0.0016129428776825439
2020-11-07 09:30:00-05:00,121776.01504211425,59066.41520385741,0.0
2020-11-09 09:30:00-05:00,123040.0652038574,59175.06520385741,0.010380124208416719
2020-11-10 09:30:00-05:00,120416.56682128905,59175.06520385741,-0.021322309755132607
2020-11-11 09:30:00-05:00,121285.76649780272,59175.06520385741,0.007218273194947056
2020-11-12 09:30:00-05:00,122573.66665954588,59175.06520385741,0.010618724677528446
2020-11-13 09:30:00-05:00,122478.26649780272,59175.06520385741,-0.0007783087864062788
2020-11-14 09:30:00-05:00,122478.26649780272,59175.06520385741,0.0
2020-11-16 09:30:00-05:00,122202.66423339842,59175.06520385741,-0.002250213627976505
2020-11-17 09:30:00-05:00,122536.56682128905,59175.06520385741,0.002732367497756849
2020-11-18 09:30:00-05:00,122038.36552734373,59175.06520385741,-0.00406573569726254
2020-11-19 09:30:00-05:00,121497.76326293944,59175.06520385741,-0.004429773064136722
2020-11-20 09:30:00-05:00,122054.26488037108,59175.06520385741,0.004580344546979642
2020-11-21 09:30:00-05:00,122054.26488037108,59175.06520385741,0.0
2020-11-23 09:30:00-05:00,121280.46536560057,59175.06520385741,-0.006339799068299068
2020-11-24 09:30:00-05:00,119547.36714477537,59175.06520385741,-0.014290003056970146
2020-11-25 09:30:00-05:00,120416.56682128905,59175.06520385741,0.0072707554944395625
2020-11-26 09:30:00-05:00,120416.56682128905,59175.06520385741,0.0
2020-11-27 09:30:00-05:00,120957.16504211424,59175.06520385741,0.004489400712009095
2020-11-28 09:30:00-05:00,120957.16504211424,59175.06520385741,0.0
2020-11-30 09:30:00-05:00,121169.16585083006,59175.06520385741,0.0017526932665956618
2020-12-01 09:30:00-05:00,123310.36633605955,59175.06520385741,0.017671166341654
2020-12-02 09:30:00-05:00,123845.6634246826,59175.06520385741,0.004341055050993692
2020-12-03 09:30:00-05:00,124640.6634246826,59175.06520385741,0.006419280078252321
2020-12-04 09:30:00-05:00,124153.06439514158,59175.06520385741,-0.003912038143439878
2020-12-05 09:30:00-05:00,124153.06439514158,59175.06520385741,0.0
2020-12-07 09:30:00-05:00,123999.36390991209,59175.06520385741,-0.001237991877029443
2020-12-08 09:30:00-05:00,125091.16665954588,59175.06520385741,0.008804906051187444
2020-12-09 09:30:00-05:00,125175.96455688475,59175.06520385741,0.0006778887718719151
2020-12-10 09:30:00-05:00,123040.0652038574,59175.06520385741,-0.017063174712400264
2020-12-11 09:30:00-05:00,124062.96536560057,59175.06520385741,0.008313553475840507
2020-12-12 09:30:00-05:00,124062.96536560057,59175.06520385741,0.0
2020-12-14 09:30:00-05:00,124153.06439514158,59175.06520385741,0.0007262363048916587
2020-12-15 09:30:00-05:00,125075.26326293944,59175.06520385741,0.007427918692870739
2020-12-16 09:30:00-05:00,126702.36714477537,59175.06520385741,0.013008998257436177
2020-12-17 09:30:00-05:00,127492.06196899412,59175.06520385741,0.006232676168681284
2020-12-18 09:30:00-05:00,127523.86876220701,59175.06520385741,0.00024948057723483963
2020-12-19 09:30:00-05:00,127523.86876220701,59175.06520385741,0.0
2020-12-21 09:30:00-05:00,125435.6634246826,59175.06520385741,-0.01637501557781529
2020-12-22 09:30:00-05:00,128928.36552734373,59175.06520385741,0.02784456993571305
2020-12-23 09:30:00-05:00,129809.22365112303,129809.22365112303,0.006832151483317173
2020-12-24 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2020-12-25 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2020-12-28 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2020-12-29 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2020-12-30 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2020-12-31 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-01 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-04 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-05 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-06 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-07 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-08 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-09 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-11 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-12 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-13 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-14 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-15 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-16 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-19 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-20 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-21 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-22 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-23 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-25 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-26 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-27 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-28 09:30:00-05:00,129809.22365112303,129809.22365112303,0.0
2021-01-29 09:30:00-05:00,128093.37251586912,64932.42166442869,-0.013218252809719
2021-01-30 09:30:00-05:00,126565.38355178831,126565.38355178831,-0.011928712111093143
2021-02-01 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-02 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-03 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-04 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-05 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-06 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-08 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-09 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-10 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-11 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-12 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-13 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-16 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-17 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-18 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-19 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-20 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-22 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-23 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-24 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-25 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-26 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-02-27 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-03-01 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-03-02 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-03-03 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-03-04 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-03-05 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-03-06 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-03-08 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-03-09 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-03-10 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-03-11 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-03-12 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-03-13 09:30:00-05:00,126565.38355178831,126565.38355178831,0.0
2021-03-15 09:30:00-04:00,126565.38355178831,126565.38355178831,0.0
2021-03-16 09:30:00-04:00,126565.38355178831,126565.38355178831,0.0
2021-03-17 09:30:00-04:00,126565.38355178831,126565.38355178831,0.0
2021-03-18 09:30:00-04:00,126565.38355178831,126565.38355178831,0.0
2021-03-19 09:30:00-04:00,126565.38355178831,126565.38355178831,0.0
